AAPL,MSI,SBUX,SMA_AAPL,SMA_MSI,SMA_SBUX,EMA_AAPL,EMA_MSI,EMA_SBUX,RSI_AAPL,RSI_MSI,RSI_SBUX
75.1771,66.2,35.48,76.01951428571427,65.4092857142857,36.58464285714285,75.39938742361626,65.31691957321345,36.25659635400021,47.533003661628946,59.38282548601875,39.99128211995326
75.3942,65.98,35.235,76.00696428571426,65.47357142857142,36.43,75.39869576713409,65.405330296785,36.12038350680018,48.6032175223302,57.06161887566128,38.33681096670195
75.8914,66.76,35.83,75.95880714285713,65.59714285714284,36.32857142857143,75.46438966484955,65.58595292388033,36.08166570589349,51.065055403505724,62.637857145862576,44.35737333082883
76.0514,66.33,35.65,75.9224857142857,65.63642857142857,36.23535714285714,75.54265770953627,65.68515920069629,36.02411027844103,51.8640912062974,58.15417237212968,42.98990344707143
75.8214,66.57,36.345,75.7829,65.70071428571428,36.16392857142857,75.57982334826477,65.80313797393678,36.06689557464889,50.58540233993517,59.88033971618974,49.467576968185874
75.7771,66.64,36.535,75.64463571428571,65.77428571428571,36.09392857142857,75.60612690182947,65.91471957741189,36.12930949802904,50.32802602304329,60.39351825031115,51.1032655229575
75.8456,66.43,36.78,75.49085714285714,65.82071428571429,36.07928571428571,75.6380566482522,65.98342363375697,36.216068231625165,50.745339329869935,57.99677762522371,53.20661816782445
76.5842,66.08,37.515,75.47779285714284,65.90285714285714,36.140357142857134,75.76420909515191,65.99630048258938,36.38925913407515,55.123330190440235,54.140349886383056,58.91625169311835
76.6585,65.02,37.815,75.53350714285713,65.88857142857142,36.214642857142856,75.88344788246499,65.86612708491079,36.57935791619846,55.55133674269801,44.49140257400456,61.00758170609605
75.8071,64.21,37.215,75.58861428571427,65.83071428571428,36.28142857142857,75.873268164803,65.64531014025602,36.66411019403866,49.701680024856316,38.80074128816185,54.979639533670344
74.9556,63.67,37.135,75.55942857142857,65.73857142857142,36.342499999999994,75.75091240949592,65.38193545488855,36.726895501500174,44.63894206095336,35.537377846385,54.21052276106329
75.2485,65.08,37.09,75.6071857142857,65.73714285714286,36.472142857142856,75.6839240882298,65.34167739423674,36.775309434633485,46.651980575626126,47.866963421118456,53.75499335558265
75.9142,65.72,37.3,75.75054999999999,65.75642857142857,36.57285714285714,75.7146275431325,65.39212040833851,36.84526817668235,51.011934150864434,52.324372322698245,55.628802838098466
75.8942,65.7,37.955,75.78717857142856,65.74214285714285,36.705714285714286,75.73857053738149,65.43317102056004,36.993232419791376,50.877402455036794,52.174244795686455,60.94438414276707
75.5285,66.66,38.4775,75.81227857142856,65.77499999999999,36.919821428571424,75.71056113239729,65.5967482178187,37.19113476381919,48.36569031282474,58.35132714602885,64.58873923592076
76.1242,66.81,38.355,75.86442142857142,65.8342857142857,37.14267857142857,75.76571298141099,65.75851512210954,37.34631679530997,52.480974083079104,59.23723768983502,63.102066906946895
77.0271,66.05,37.885,75.94554285714285,65.78357142857142,37.28946428571429,75.93389791722285,65.79737977249493,37.418141222601975,57.95127235879093,53.07694130280427,57.621915070727525
77.8556,66.18,37.305,76.07441428571428,65.77285714285712,37.40767857142857,76.19012486159313,65.84839580282895,37.40305572625505,62.24607427433588,53.95893725527786,51.65960070450445
77.1114,65.16,36.77,76.16655714285714,65.67214285714284,37.43803571428571,76.31296154671405,65.75660969578509,37.31864829608771,56.648961374002226,46.563447961186746,46.8445916108576
76.7799,64.36,36.7,76.2381857142857,65.5092857142857,37.44982142857143,76.37522000715218,65.57039506968042,37.23616185660935,54.306448155284826,41.7322999406473,46.23734114003431
76.6942,64.3,36.85,76.2988,65.35714285714285,37.454821428571435,76.41775067286522,65.4010090603897,37.184673609061434,53.68835748436741,41.385483883677075,47.798926538138815
76.6771,64.29,36.69,76.30543571428572,65.2292857142857,37.39589285714286,76.45233058314986,65.25287451900441,37.118717127853245,53.55737294791931,41.323844111656314,46.2555831419341
77.3785,64.91,37.005,76.3568642857143,65.22142857142855,37.338035714285716,76.57581983872988,65.20715791647049,37.10355484413948,58.07553471889045,46.6311842889354,49.69904969586375
77.5071,65.1,36.835,76.47829285714286,65.28499999999998,37.31089285714286,76.69999052689923,65.19287019427442,37.06774753158755,58.86568403552344,48.17812956350944,47.91480153160367
76.9699,65.09,36.545,76.62217142857143,65.38642857142855,37.268750000000004,76.735978456646,65.17915416837117,36.99804786070921,54.26481684561849,48.09910620684406,44.95016008001971
75.9742,64.26,35.775,76.67400714285715,65.32785714285713,37.17482142857143,76.63440799575986,65.05660027925501,36.83497481261465,46.94144417223749,41.948909712801644,38.193007153881545
74.7814,64.43,35.215,76.59309285714288,65.23571428571427,37.02589285714286,76.38734026299188,64.97305357535434,36.61897817093269,39.98054544777186,43.541260244747356,34.16992819327219
74.7771,64.95,35.74,76.51330000000003,65.18214285714284,36.86767857142856,76.17264156125964,64.9699797653071,36.501781081475,39.95754198897074,48.220005523130425,40.497879191468456
75.7599,65.26,36.24,76.52982857142858,65.08214285714284,36.70785714285713,76.11760935309168,65.00864912993282,36.466876937278336,47.4059343552261,50.835723448264204,45.8377512360527
74.7828,63.99,35.11,76.4340142857143,64.88071428571426,36.476071428571416,75.93963477267945,64.87282924594177,36.28596001230789,41.84772969563668,41.57076220934378,37.62066265688957
74.2299,63.39,34.365,76.2342142857143,64.69071428571426,36.22464285714285,75.7116701363222,64.67511867981621,36.02983201066684,39.05714878335333,38.043131835092694,33.37297910762302
74.5256,63.78,34.655,75.99635714285716,64.5192857142857,36.03535714285714,75.55352745147924,64.55576952250738,35.84652107591126,41.31121791968626,41.5170712440233,36.384031189124464
73.9942,63.37,34.445,75.77370000000003,64.39142857142856,35.86928571428571,75.34561712461534,64.39766691950639,35.659651599123094,38.55164255558591,39.03888403946476,35.145399086167295
74.1442,63.23,35.395,75.58543571428574,64.31071428571427,35.77607142857142,75.18542817466663,64.24197799690553,35.62436471924001,39.77459172239203,38.20038229116986,44.371493795485385
74.9914,63.15,35.075,75.46380714285716,64.22857142857141,35.6492857142857,75.15955775137775,64.09638093065146,35.55111609000801,46.27784841369185,37.70205096487335,42.19408607649012
75.8814,62.51,35.24,75.40697142857145,64.10142857142856,35.545714285714276,75.25580338452738,63.88486347323127,35.50963394467361,52.126251774431346,33.89285509416738,43.72746963354911
75.9569,63.27,35.5745,75.30542857142859,63.984285714285704,35.44353571428571,75.34928293325707,63.80288167680043,35.51828275205046,52.59769028062379,41.45702721128896,46.80797463545938
74.9642,63.29,35.195,75.12379285714289,63.85499999999998,35.32639285714285,75.29793854215613,63.73449745322704,35.4751783851104,46.16105241507468,41.646254091068855,43.873514331097766
81.1099,63.0,35.545,75.41950714285716,63.70571428571427,35.25496428571428,76.07286673653532,63.636564459463436,35.484487933762345,70.35117002762836,39.64523277951587,47.16342420726164
81.7056,62.5,35.725,75.82889285714289,63.579999999999984,35.251392857142854,76.82389783833061,63.48502253153498,35.5165562092607,71.679433651004,36.398023630296514,48.82478875708785
84.8699,62.64,35.465,76.54950000000004,63.452142857142846,35.26925,77.89669812655319,63.372352860663646,35.50968204802594,77.45676940271686,37.93100445254646,46.548029544873884
84.6185,63.43,35.32,77.25245714285718,63.34357142857141,35.23925,78.7929383763461,63.38003914590849,35.484391108289145,76.1280217109545,45.86079511978283,45.27990594967807
84.2985,63.58,35.31,77.86235714285718,63.22357142857141,35.172821428571424,79.52701325949995,63.40670059312069,35.46113896051726,74.37896983299085,47.239108529997864,45.188472601107385
84.4971,62.65,35.56,78.55623571428576,63.127857142857124,35.20496428571428,80.18969149156662,63.3058071807046,35.474320432448295,74.76645085384983,40.37579865777644,48.01468304787059
84.6542,65.51,35.3,79.30082857142861,63.2792857142857,35.27175,80.78495929269107,63.59969955661065,35.45107770812186,75.08741335369155,59.74523484662866,45.393232177063275
85.8513,66.15,35.46,80.10980714285719,63.44857142857141,35.329249999999995,81.46047138699893,63.93973961572923,35.45226734703894,77.44200392513297,62.6678774555413,47.30004989479282
84.9156,66.4,34.79,80.88990714285718,63.66499999999998,35.35389285714286,81.92115520206575,64.267774333632,35.36396503410042,71.73487350399907,63.774297285957495,40.86497701724236
84.6185,67.14,34.87,81.63807142857148,63.94428571428569,35.31639285714286,82.28080117512364,64.6507377558144,35.298103029553694,69.97162358836994,66.90127592942845,41.881704601926906
83.9985,67.38,34.79,82.28143571428575,64.24642857142855,35.296035714285715,82.50982768510715,65.01463938837249,35.23035595894653,66.3087007153036,67.86996305261474,41.12032530817712
83.6488,67.26,35.145,82.83625000000004,64.58571428571426,35.28925,82.6616906604262,65.31402080325616,35.21897516442033,64.26522043664677,66.81699808583161,45.826685577651354
84.6899,67.8,35.575,83.46003571428575,64.90928571428569,35.28928571428572,82.93211857236938,65.64548469615534,35.266445142497616,67.47852347768608,69.13741392133002,50.941808633829346
84.8228,67.75,35.58,84.16422142857148,65.22785714285712,35.316785714285714,83.1842094293868,65.92608673666795,35.30825245683127,67.87563487244886,68.65866650778956,50.99974553281837
84.8385,67.2,35.085,84.43055000000005,65.52785714285713,35.28392857142857,83.40478150546856,66.09594183844555,35.2784854625871,67.92546154256674,63.45359266826427,45.296428054729155
84.1171,66.34,34.925,84.60280000000004,65.80214285714284,35.22678571428571,83.49975730473942,66.12848292665281,35.23135406757549,63.08367679500976,56.27018786451876,43.59921006602988
85.3585,66.3,35.47,84.63770000000007,66.06357142857141,35.22714285714285,83.7475896641075,66.15135186976576,35.26317352523209,67.39120313455645,55.95290763739378,50.41457220671267
86.3699,66.88,35.51,84.76280000000006,66.30999999999999,35.24071428571428,84.0972310422265,66.248504953797,35.29608372186781,70.41957879804318,59.51730976053836,50.88368545188765
86.3871,66.52,35.115,84.91198571428575,66.51999999999998,35.22678571428571,84.40254690326296,66.28470429329073,35.271939225618766,70.46980513038095,56.46313671355321,46.232216429526844
86.6156,66.89,35.2,85.06330714285718,66.82285714285713,35.201071428571424,84.69762064949457,66.36541038751864,35.262347328869595,71.1701499753302,58.803047733218385,47.347630220729414
86.7528,66.63,35.7,85.21320714285719,66.90285714285713,35.22964285714285,84.97164456289529,66.40068900251615,35.32070101835365,71.60559268286715,56.50486602623207,53.46331485847043
87.7328,67.0,35.99,85.34760000000004,66.96357142857141,35.2675,85.33979862117592,66.48059713551399,35.40994088257317,74.56117057589849,58.96282720825262,56.611190525739765
89.3756,67.02,36.83,85.66617142857147,67.00785714285713,35.41321428571428,85.87790547168579,66.55251751744545,35.59928209823008,78.58524507183785,59.09738176523501,64.17117154266447
89.1442,66.93,36.635,85.98943571428575,66.99285714285713,35.539285714285704,86.31341140879435,66.60284851511939,35.737377818466065,76.74373058615764,58.173024584095934,61.492584720389665
90.7685,66.91,36.555,86.47300714285718,66.9592857142857,35.66535714285713,86.90742322095511,66.6438020464368,35.846394109337254,80.24344713776237,57.95608301624586,60.37907937622396
90.4285,67.42,36.62,86.95727142857147,66.97071428571427,35.77071428571428,87.37690012482776,66.74729510691189,35.94954156142562,77.61068458608584,61.86184417774584,60.99706013605676
89.8071,67.4,36.925,87.32278571428574,66.94214285714284,35.86714285714285,87.70092677485073,66.83432242599031,36.07960268656887,72.90282513808936,61.62009257500485,63.84657547064623
91.0771,66.86,37.09,87.76952142857147,66.87857142857142,35.975,88.15108320487063,66.83774610252493,36.214322328359685,76.09448909732421,55.332618990782336,65.32258499284742
92.1171,67.23,37.335,88.28942142857146,66.88071428571428,36.135714285714286,88.67988544422121,66.89004662218828,36.36374601791173,78.34398868079505,58.460215460243525,67.44772656370876
92.4785,67.17,37.36,88.88666428571432,66.93999999999998,36.309642857142855,89.18636738499171,66.92737373922984,36.49657988219017,79.08066261566839,57.75400115263394,67.66548057755223
92.2242,67.66,37.665,89.37707142857145,67.03714285714284,36.46642857142857,89.59141173365948,67.02505724066586,36.65236923123148,77.09339256720604,61.811329475894524,70.27771170698273
93.7,67.67,37.59,89.90065000000004,67.09357142857141,36.615,90.13922350250489,67.11104960857708,36.77738666706728,80.2026673037433,61.89176760820033,68.80568522965625
94.25,67.7,37.3,90.46228571428576,67.17785714285712,36.771071428571425,90.68732703550424,67.18957632743347,36.847068444791645,81.22545972952382,62.14934443146968,63.28585080600957
93.86,66.93,37.4,90.9797428571429,67.18071428571427,36.92821428571428,91.110350097437,67.15496615044235,36.92079265215276,78.14258965323035,52.365920481228045,64.3479686173415
92.29,66.46,36.98,91.37525714285718,67.16857142857141,37.019642857142856,91.26763675111208,67.06230399705004,36.92868696519906,67.10143308359478,47.45535645930671,56.90231038565534
91.28,66.78,37.345,91.6286285714286,67.15285714285713,37.11642857142857,91.26928518429713,67.02466346411003,36.984195369839185,61.11860395768179,50.83576161354413,61.11341752294502
92.2,66.72,37.545,91.83037142857145,67.13142857142856,37.167500000000004,91.39338049305752,66.98404166889536,37.0589693205273,64.24578608196146,50.183847749054834,63.233332226049995
92.08,66.64,37.655,92.04007142857145,67.11071428571428,37.24035714285714,91.48492976064985,66.93816944637598,37.13844007779032,63.528066060164356,49.276478684856514,64.38338719249161
92.18,66.62,37.78,92.1408928571429,67.08999999999999,37.32785714285715,91.5776057925632,66.89574685352585,37.22398140075161,63.89009244892794,49.03776606401132,65.69650796308495
91.86,67.06,38.615,92.24314285714289,67.0642857142857,37.47035714285715,91.61525835355478,66.91764727305574,37.409450547318066,61.77688513945986,54.28468978876315,72.88742094172301
90.91,67.07,38.3,92.32192142857147,67.04071428571429,37.56857142857143,91.52122390641414,66.93796096998163,37.528190474342324,55.86892922618053,54.39959955921307,67.16721331836453
90.83,67.1,38.365,92.30427142857147,67.05785714285715,37.659642857142856,91.42906071889225,66.95956617398409,37.63976507776335,55.38855210349265,54.76693030935276,67.73000235550593
90.28,66.73,38.715,92.17305000000003,67.02214285714285,37.75821428571429,91.27585262303995,66.9289573507862,37.78312973406157,52.07353039433058,49.473618716095395,70.64757233433038
90.36,66.55,39.06,92.02172857142861,66.97785714285713,37.87964285714286,91.15373893996797,66.8784297040147,37.95337910285336,52.518675060946165,47.08918267723259,73.21797678258196
90.9,66.56,39.03,91.9271428571429,66.89928571428571,37.97714285714286,91.11990708130557,66.83597241014608,38.096928555806244,55.52172223437072,47.24131382775819,72.62243112270738
91.98,66.78,38.97,91.80428571428574,66.83571428571427,38.07571428571429,91.2345861371315,66.8285094221266,38.213338081698744,60.854309403599295,50.60607745071096,71.37205627662244
92.93,66.57,38.69,91.71000000000004,66.755,38.175000000000004,91.46064131884731,66.79404149917639,38.27689300413891,64.84676282596186,47.49245126386259,65.6881375684557
93.52,66.96,39.04,91.68571428571433,66.75714285714285,38.292142857142856,91.73522247633433,66.8161692992862,38.37864060358706,67.0915560185025,53.245725944658695,69.0103749928159
93.48,67.02,39.095,91.77071428571433,66.79714285714284,38.44321428571429,91.96785947948975,66.84334672604804,38.47415518977545,66.78020419179711,54.07935467606273,69.50997618525165
94.03,67.41,39.53,91.9671428571429,66.84214285714285,38.59928571428571,92.24281154889111,66.9189004959083,38.61493449780539,68.91622137735837,59.17475380629066,73.19122644240011
95.968,67.24,39.345,92.23628571428576,66.8792857142857,38.72785714285714,92.7395033423723,66.96171376312053,38.71227656476467,75.01296887010686,56.24505118214302,69.35601873930916
95.35,66.27,39.28,92.4698571428572,66.85285714285713,38.84392857142857,93.08756956338932,66.86948526137112,38.78797302279605,70.27916378106526,43.125274355014824,68.00763395947904
95.39,66.58,39.725,92.6991428571429,66.85,38.98285714285714,93.39456028827075,66.83088722652164,38.912909953089915,70.40932603916458,47.35195128903408,72.0184503953901
95.035,66.45,39.425,92.92592857142863,66.80642857142857,39.04071428571428,93.61328558316798,66.78010226298542,38.98118862601126,67.58054842371193,45.81433672326106,66.01025861043219
95.22,66.0,39.3,93.23378571428577,66.73,39.11214285714285,93.82751417207892,66.6760886279207,39.02369680920976,68.29540495360334,40.867358316772645,63.62835516371456
96.45,66.08,39.28,93.63521428571435,66.65714285714286,39.177499999999995,94.17717894913507,66.59661014419794,39.057870567981794,72.61844620928574,42.065040193326354,63.23518893640764
95.32,65.49,39.445,93.99521428571435,66.56857142857143,39.22964285714285,94.32955508925039,66.44906212497155,39.109487825584225,63.98641567214087,36.2359525283166,65.14850013573705
94.78,65.67,39.365,94.31092857142865,66.50571428571429,39.25142857142856,94.38961441068368,66.34518717497534,39.14355611550633,60.29776738195278,39.012623420979786,63.425026444631484
93.0899,64.94,38.62,94.46735000000005,66.39,39.22214285714285,94.21631915592586,66.15782888497863,39.07374863343882,50.48776835224569,32.778533176468244,50.126135385220664
94.43,65.49,38.97,94.64235000000006,66.29785714285715,39.22214285714285,94.24480993513575,66.06878503364814,39.05991548231364,56.527184907916805,40.49385833309548,54.90952779296167
93.939,65.74,38.805,94.7144214285715,66.23857142857143,39.23035714285714,94.20403527711765,66.02494702916172,39.02592675133849,53.931488712789225,43.659273606003325,52.35998064069234
94.72,66.05,39.37,94.80013571428579,66.17357142857144,39.25392857142856,94.27283057350196,66.02828742527349,39.071803184493355,57.290957158665734,47.396022008636336,59.32458594094232
97.19,65.77,39.57,95.06513571428579,66.08428571428571,39.287857142857135,94.66178649703504,65.99384910190369,39.138229426560905,65.78811983835402,44.5236344009799,61.47177278422329
97.03,65.61,40.225,95.2794214285715,65.9557142857143,39.33749999999999,94.97754829743036,65.94266922164987,39.28313216968612,64.8875381657005,42.92283758572473,67.51908155106305
97.671,65.0,39.37,95.40106428571436,65.7957142857143,39.33928571428571,95.33667519110631,65.81697999209655,39.294714547061304,66.84565589910396,37.40166774201743,55.314299412508284
99.02,65.21,39.18,95.66320714285722,65.72000000000001,39.33214285714285,95.82778516562547,65.73604932648368,39.279419274119796,70.565865384199,40.251027375145156,53.020681960826344
98.38,64.74,39.325,95.87677857142863,65.58857142857144,39.30357142857142,96.1680804768754,65.60324274961918,39.285496704237154,66.73969854470589,36.27165052251623,54.56891303758623
98.15,64.83,39.45,96.09927857142863,65.47285714285715,39.30535714285713,96.43233641329202,65.50014371633662,39.30743047700553,65.36797433390339,37.544962740077224,55.91762964569882
95.6,63.68,38.84,96.12642142857148,65.30714285714286,39.27249999999999,96.32135822485309,65.25745788749174,39.2451064134048,52.48741374037389,29.448352216387335,48.3709381939044
96.13,64.11,38.49,96.10356428571433,65.16642857142857,39.21607142857142,96.29584379487267,65.10446350249283,39.14442555828416,54.49444672349206,35.08537060536117,44.647628750618765
95.59,64.11,38.765,96.12285000000004,65.06785714285715,39.1675,96.20173128888965,64.97186836882712,39.09383548384628,52.08052190525555,35.08537060536116,48.032380176012744
95.12,61.39,38.395,96.14713571428577,64.76214285714286,39.09821428571428,96.05750045037102,64.49428591965017,39.00065741933344,50.00432819660973,22.11976862970782,44.122988507525186
94.96,61.21,38.565,96.28071428571434,64.49571428571429,39.09428571428571,95.91116705698822,64.05638113036348,38.94256976342232,49.28404105526085,21.55216418415922,46.28617056253949
94.48,61.25,38.355,96.28428571428576,64.19285714285715,39.05035714285714,95.72034478272312,63.682196979648346,38.86422712829934,47.092470401391544,22.03097010100488,44.01914428754525
94.74,62.19,38.81,96.34150000000004,63.939285714285724,39.05071428571428,95.5896321450267,63.4832373823619,38.856996844526094,48.4301791950998,32.46308384015688,49.7606535374598
95.99,61.73,38.935,96.43221428571432,63.6307142857143,39.01964285714285,95.64301452568981,63.249472398046976,38.867397265255946,54.399623143919705,30.32481179429202,51.24021039374369
95.97,61.64,38.91,96.34507142857147,63.335714285714296,38.97249999999999,95.68661258893117,63.03487607830738,38.873077629888485,54.291336858023556,29.90970987021731,50.91723667599483
97.24,62.03,38.62,96.36007142857147,63.080000000000005,38.857857142857135,95.89373091040702,62.90089260119973,38.839333945903356,59.767906421459706,34.1182232865591,47.20062886038335
97.5,61.52,38.31,96.34785714285718,62.83142857142858,38.782142857142844,96.10790012235275,62.716773587706435,38.76875608644958,60.80331959732217,31.458146115563117,43.54184218761331
97.98,61.0,38.455,96.27357142857147,62.53071428571429,38.73035714285713,96.35751343937238,62.48787044267891,38.72692194158964,62.71128729582387,28.97738539553657,45.66348408556364
99.16,60.81,38.795,96.32928571428577,62.25,38.69249999999999,96.73117831412273,62.264154383655054,38.73599901604435,66.9680669747306,28.105269024736558,50.37282897472808
100.53,61.37,39.06,96.49928571428576,62.00285714285714,38.664642857142844,97.2376878722397,62.14493379916771,38.77919914723844,71.09394055406003,34.374403890112845,53.738271695433696
100.57,61.64,39.015,96.85428571428577,61.857142857142854,38.67714285714284,97.68199615594108,62.07760929261202,38.81063926093998,71.20702232867427,37.21698670606599,53.08000038921893
100.58,61.7,38.735,97.17214285714292,61.685,38.694642857142846,98.06839666848226,62.02726138693041,38.800554026147985,71.23731641227819,37.861119571690324,49.053554101982385
101.32,61.23,38.64,97.58142857142863,61.479285714285716,38.68571428571427,98.5019437793513,61.92095986867302,38.77914682266159,73.46241397144078,34.84527797450202,47.7306196621592
101.54,61.02,38.985,98.04000000000006,61.45285714285715,38.72785714285713,98.90701794210446,61.80083188618329,38.806593912973376,74.10381706811083,33.559013197616395,52.7177025604073
100.889,60.3,38.895,98.46350000000005,61.387857142857136,38.75142857142856,99.17128221649052,61.60072096802552,38.81838139124359,68.80439161317663,29.53367952126904,51.3415199822522
102.13,59.68,38.96,99.00992857142862,61.27571428571428,38.79464285714285,99.56577792095845,61.344624838955454,38.837263872411114,72.79799234555173,26.57737807626966,52.30980717834519
102.25,59.37,38.905,99.54635714285719,61.0742857142857,38.801428571428566,99.923674198164,61.08134152709473,38.846295356089634,73.15585380338732,25.218130007052242,51.37814579705899
102.5,59.4,38.905,100.01135714285718,60.90785714285713,38.79928571428571,100.26718430507546,60.85716265681543,38.85412264194435,73.92546949107988,25.614607459081924,51.37814579705899
103.3,59.01,38.74,100.53492857142861,60.719999999999985,38.787142857142854,100.6715597310654,60.61087430257337,38.838906289685106,76.27000406667752,23.84473220237263,48.38013838454715
98.94,58.94,38.395,100.65635714285717,60.4992857142857,38.771071428571425,100.44068510025669,60.38809106223025,38.77971878439376,49.92336663951687,23.530461772621848,42.76154620815899
98.12,58.98,38.58,100.70064285714291,60.31785714285713,38.79035714285714,100.13126042022246,60.20034558726622,38.753089613141256,46.65885972454733,24.145692408321104,46.35899504622122
98.97,58.89,38.975,100.77135714285718,60.16714285714284,38.82749999999999,99.97642569752614,60.02563284229739,38.78267766472242,50.28769601699088,23.683980180871735,53.132160946496334
98.36,61.02,38.835,100.71421428571432,60.182142857142836,38.83035714285713,99.76090227118932,60.15821512999107,38.789653976092765,47.77576162120029,48.69042324753126,50.68914985670592
97.99,61.08,38.56,100.53278571428575,60.16142857142855,38.79464285714285,99.52478196836408,60.28111977932559,38.75903344594706,46.26614576582681,49.195427852437575,46.19589845519757
101.0,61.22,38.605,100.56350000000005,60.13142857142856,38.765357142857134,99.72147770591553,60.406303808748845,38.73849565315412,57.916100945320245,50.42159844287446,47.0234478102377
101.43,61.22,38.06,100.62421428571433,60.09714285714284,38.71714285714285,99.94928067846013,60.514796634249,38.6480295660669,59.27450593064507,50.42159844287446,39.16637812200277
101.66,61.54,37.735,100.64850000000006,60.119285714285695,38.652499999999996,100.17737658799878,60.651490416349134,38.526292290591314,60.01790650240657,53.40285089187729,35.37092133862751
101.63,61.42,37.46,100.65492857142863,60.14785714285712,38.54357142857143,100.37105970959894,60.75395836083592,38.38411998517914,59.86440828888819,52.13675619244811,32.50093086952912
100.86,61.69,37.545,100.6528571428572,60.24714285714284,38.44714285714286,100.43625174831908,60.87876391272446,38.272237320488586,55.91183116679462,54.73698988937063,34.2760545748352
101.58,61.91,37.67,100.61357142857148,60.406428571428556,38.355000000000004,100.58875151520986,61.01626205769453,38.191939011090106,58.660386739881545,56.79654008909313,36.90395408882753
101.79,62.04,37.865,100.58071428571432,60.59714285714284,38.28071428571429,100.74891797984856,61.15276045000193,38.14834714294476,59.45434606197316,58.01232331969486,40.87551974042189
100.96,61.88,38.035,100.47071428571432,60.7742857142857,38.21857142857143,100.77706224920207,61.249725723335004,38.13323419055212,54.96138177479679,55.92631915568863,44.17458248467761
101.06,61.68,37.3,100.31071428571433,60.96499999999998,38.11571428571428,100.8147872826418,61.30709562689034,38.02213629847851,55.3987058747725,53.3441969631011,35.06463850470906
102.64,61.57,36.9775,100.57500000000005,61.15285714285712,38.01446428571428,101.05814897828957,61.342149543304956,37.88285145868137,61.722824488684424,51.92423079185073,31.95108765550816
101.75,61.8,37.66,100.83428571428577,61.354285714285695,37.948750000000004,101.15039578118429,61.40319627086429,37.85313793085719,56.834270252190464,54.64289740992038,43.404307460500455
97.87,62.24,37.06,100.75571428571435,61.59357142857141,37.81196428571429,100.71300967702638,61.51477010141572,37.747386206742895,41.42909883215592,59.375765762440125,37.43863160527936
100.75,63.42,37.585,100.92642857142864,61.76499999999998,37.722678571428574,100.71794172008953,61.76880075456029,37.72573471251051,51.85972261052123,68.78337187146457,44.61217703309463
100.11,63.18,37.635,101.0778571428572,61.91499999999997,37.65660714285715,100.63688282407759,61.95696065395225,37.71363675084244,49.73987222742026,65.46287605561156,45.25598983097553
100.75,63.28,37.73,101.06000000000006,62.062142857142824,37.59410714285715,100.65196511420058,62.13336590009195,37.715818517396784,51.85908257687858,66.1951472751244,46.52776954776529
99.18,62.34,37.305,100.89928571428577,62.14214285714282,37.54017857142858,100.45570309897384,62.16091711341303,37.661042715077215,46.661369297651945,54.49802351019415,41.84435915055656
99.9,61.03,37.225,100.77357142857149,62.10571428571426,37.50375000000001,100.381609352444,62.010128164957955,37.60290368640025,49.177101707833565,43.07447457563118,41.00760074673255
99.62,61.3,37.945,100.63000000000004,62.09714285714283,37.53839285714287,100.2800614387848,61.915444409630226,37.648516528213555,48.22452327645895,45.605254582220034,50.585028855624
99.62,61.5,37.5725,100.54142857142863,62.0835714285714,37.540357142857154,100.19205324694683,61.86005182167953,37.63838099111842,48.22452327645895,47.46828456737723,46.38893044898352
98.75,60.47,37.025,100.33928571428578,61.980714285714264,37.49428571428573,99.99977948068725,61.67471157878892,37.55659685896929,45.077985827890785,39.890763426965094,41.00496090413876
100.8,61.58,37.63,100.26857142857149,61.947857142857124,37.47750000000001,100.10647554992894,61.66208336828373,37.566383944440055,52.879734911290356,49.286259236293354,48.16430296134931
101.02,60.46,37.24,100.2728571428572,61.846428571428554,37.420714285714304,100.22827880993842,61.5018055858459,37.522866085181384,53.64082268653988,42.130512510368746,44.42191496538687
100.73,59.05,37.23,100.24928571428578,61.65857142857141,37.415714285714294,100.2951749686133,61.17489817439978,37.48381727382387,52.4384560471743,35.201437327419804,44.326808493384526
99.81,58.5,36.095,100.04714285714292,61.439285714285695,37.35267857142858,100.2304849727982,60.818245084479805,37.29864163731402,48.70836404291528,32.92658366777966,35.13277981530755
98.75,58.73,36.37,99.8328571428572,61.219999999999985,37.26053571428572,100.0330869764251,60.53981240654917,37.17482275233882,44.75795050615695,34.82343954661253,38.46317661031598
97.54,59.32,36.19,99.80928571428578,61.01142857142856,37.19839285714287,99.70067537956842,60.377170752342614,37.043513052026974,40.70007757853644,39.5464063096347,37.119790947064125
96.26,59.18,36.32,99.48857142857149,60.70857142857142,37.10803571428573,99.24191866229263,60.2175479853636,36.947044645090045,36.88990163102061,38.8274166329253,38.78276249314671
97.67,60.79,36.77,99.31428571428579,60.537857142857135,37.04625000000001,99.03232950732028,60.293874920648456,36.92343869241137,43.19811492454194,50.06986485327263,44.276444364298776
99.76,61.25,37.35,99.2435714285715,60.39285714285713,37.01910714285715,99.12935223967759,60.421358264561995,36.98031353342319,51.014204596334125,52.74221916049815,50.44871377622946
102.47,62.39,37.18,99.4785714285715,60.39642857142856,37.01017857142858,99.57477194105391,60.68384382928706,37.00693839563343,58.90961459539595,58.648978079881,48.744449900254814
102.99,61.63,37.3,99.69928571428578,60.4392857142857,37.01553571428572,100.03013568224672,60.809997985382125,37.04601327621564,60.23406133185893,53.81941014109166,50.02776274698727
